Temperature, Year, Month, Country, ISO3
14.8867,2000, Dec, Mexico, MEX
14.8879,2001, Jan, Mexico, MEX
17.0823,2001, Feb, Mexico, MEX
18.0038,2001, Mar, Mexico, MEX
21.7647,2001, Apr, Mexico, MEX
23.9838,2001, May, Mexico, MEX
25.5654,2001, Jun, Mexico, MEX
25.4812,2001, Jul, Mexico, MEX
25.4114,2001, Aug, Mexico, MEX
23.966,2001, Sep, Mexico, MEX
21.4834,2001, Oct, Mexico, MEX
18.2264,2001, Nov, Mexico, MEX
15.3114,2001, Dec, Mexico, MEX
15.7708,2002, Jan, Mexico, MEX
15.9711,2002, Feb, Mexico, MEX
19.066,2002, Mar, Mexico, MEX
23.0354,2002, Apr, Mexico, MEX
24.7483,2002, May, Mexico, MEX
25.8009,2002, Jun, Mexico, MEX
24.8621,2002, Jul, Mexico, MEX
25.4675,2002, Aug, Mexico, MEX
23.8969,2002, Sep, Mexico, MEX
21.8029,2002, Oct, Mexico, MEX
17.6384,2002, Nov, Mexico, MEX
15.4938,2002, Dec, Mexico, MEX
15.8248,2003, Jan, Mexico, MEX
17.2541,2003, Feb, Mexico, MEX
18.9258,2003, Mar, Mexico, MEX
22.037,2003, Apr, Mexico, MEX
25.0823,2003, May, Mexico, MEX
25.6383,2003, Jun, Mexico, MEX
25.2187,2003, Jul, Mexico, MEX
25.1893,2003, Aug, Mexico, MEX
23.8425,2003, Sep, Mexico, MEX
21.7858,2003, Oct, Mexico, MEX
18.7051,2003, Nov, Mexico, MEX
15.285,2003, Dec, Mexico, MEX
15.2426,2004, Jan, Mexico, MEX
16.0568,2004, Feb, Mexico, MEX
20.0468,2004, Mar, Mexico, MEX
21.3098,2004, Apr, Mexico, MEX
24.031,2004, May, Mexico, MEX
25.4182,2004, Jun, Mexico, MEX
25.3881,2004, Jul, Mexico, MEX
24.9142,2004, Aug, Mexico, MEX
23.5327,2004, Sep, Mexico, MEX
22.2961,2004, Oct, Mexico, MEX
17.8735,2004, Nov, Mexico, MEX
15.2453,2004, Dec, Mexico, MEX
16.6164,2005, Jan, Mexico, MEX
16.7329,2005, Feb, Mexico, MEX
18.5999,2005, Mar, Mexico, MEX
22.1073,2005, Apr, Mexico, MEX
23.92,2005, May, Mexico, MEX
25.848,2005, Jun, Mexico, MEX
25.7994,2005, Jul, Mexico, MEX
25.0122,2005, Aug, Mexico, MEX
24.9529,2005, Sep, Mexico, MEX
21.6215,2005, Oct, Mexico, MEX
18.5069,2005, Nov, Mexico, MEX
15.8074,2005, Dec, Mexico, MEX
16.3946,2006, Jan, Mexico, MEX
17.5736,2006, Feb, Mexico, MEX
19.7349,2006, Mar, Mexico, MEX
23.2492,2006, Apr, Mexico, MEX
24.5288,2006, May, Mexico, MEX
25.9912,2006, Jun, Mexico, MEX
25.4927,2006, Jul, Mexico, MEX
25.1353,2006, Aug, Mexico, MEX
23.6627,2006, Sep, Mexico, MEX
21.8045,2006, Oct, Mexico, MEX
18.5258,2006, Nov, Mexico, MEX
15.0954,2006, Dec, Mexico, MEX
14.396,2007, Jan, Mexico, MEX
16.8468,2007, Feb, Mexico, MEX
19.738,2007, Mar, Mexico, MEX
21.5215,2007, Apr, Mexico, MEX
23.7037,2007, May, Mexico, MEX
25.4564,2007, Jun, Mexico, MEX
24.8337,2007, Jul, Mexico, MEX
25.4211,2007, Aug, Mexico, MEX
24.1171,2007, Sep, Mexico, MEX
22.0179,2007, Oct, Mexico, MEX
18.4659,2007, Nov, Mexico, MEX
16.2508,2007, Dec, Mexico, MEX
15.1542,2008, Jan, Mexico, MEX
17.8429,2008, Feb, Mexico, MEX
18.9518,2008, Mar, Mexico, MEX
22.3838,2008, Apr, Mexico, MEX
24.0977,2008, May, Mexico, MEX
26.1737,2008, Jun, Mexico, MEX
24.7423,2008, Jul, Mexico, MEX
24.8025,2008, Aug, Mexico, MEX
23.0479,2008, Sep, Mexico, MEX
21.2336,2008, Oct, Mexico, MEX
17.7357,2008, Nov, Mexico, MEX
16.1461,2008, Dec, Mexico, MEX
16.418,2009, Jan, Mexico, MEX
17.8174,2009, Feb, Mexico, MEX
19.5541,2009, Mar, Mexico, MEX
22.015,2009, Apr, Mexico, MEX
24.6073,2009, May, Mexico, MEX
26.0359,2009, Jun, Mexico, MEX
26.4859,2009, Jul, Mexico, MEX
25.98,2009, Aug, Mexico, MEX
24.1734,2009, Sep, Mexico, MEX
21.8379,2009, Oct, Mexico, MEX
18.1773,2009, Nov, Mexico, MEX
15.1998,2009, Dec, Mexico, MEX
14.8149,2010, Jan, Mexico, MEX
15.1707,2010, Feb, Mexico, MEX
18.1291,2010, Mar, Mexico, MEX
21.3758,2010, Apr, Mexico, MEX
24.334,2010, May, Mexico, MEX
26.1529,2010, Jun, Mexico, MEX
24.7495,2010, Jul, Mexico, MEX
25.6331,2010, Aug, Mexico, MEX
24.2069,2010, Sep, Mexico, MEX
21.4365,2010, Oct, Mexico, MEX
17.5886,2010, Nov, Mexico, MEX
15.5366,2010, Dec, Mexico, MEX
15.2498,2011, Jan, Mexico, MEX
16.2263,2011, Feb, Mexico, MEX
20.513,2011, Mar, Mexico, MEX
23.6463,2011, Apr, Mexico, MEX
24.4571,2011, May, Mexico, MEX
26.5405,2011, Jun, Mexico, MEX
25.6829,2011, Jul, Mexico, MEX
26.3494,2011, Aug, Mexico, MEX
24.8614,2011, Sep, Mexico, MEX
21.8019,2011, Oct, Mexico, MEX
18.1659,2011, Nov, Mexico, MEX
14.9203,2011, Dec, Mexico, MEX
16.265,2012, Jan, Mexico, MEX
16.9045,2012, Feb, Mexico, MEX
19.7004,2012, Mar, Mexico, MEX
22.5787,2012, Apr, Mexico, MEX
24.7395,2012, May, Mexico, MEX
26.2382,2012, Jun, Mexico, MEX
25.219,2012, Jul, Mexico, MEX
25.9324,2012, Aug, Mexico, MEX
24.2086,2012, Sep, Mexico, MEX
22.5855,2012, Oct, Mexico, MEX
18.5183,2012, Nov, Mexico, MEX
16.7689,2012, Dec, Mexico, MEX
15.2812,2013, Jan, Mexico, MEX
17.3874,2013, Feb, Mexico, MEX
19.1893,2013, Mar, Mexico, MEX
22.1997,2013, Apr, Mexico, MEX
24.0125,2013, May, Mexico, MEX
26.1992,2013, Jun, Mexico, MEX
25.1185,2013, Jul, Mexico, MEX
25.4668,2013, Aug, Mexico, MEX
23.6937,2013, Sep, Mexico, MEX
21.8225,2013, Oct, Mexico, MEX
17.631,2013, Nov, Mexico, MEX
15.5624,2013, Dec, Mexico, MEX
15.4408,2014, Jan, Mexico, MEX
18.2578,2014, Feb, Mexico, MEX
19.4685,2014, Mar, Mexico, MEX
22.4253,2014, Apr, Mexico, MEX
23.7414,2014, May, Mexico, MEX
26.151,2014, Jun, Mexico, MEX
25.6699,2014, Jul, Mexico, MEX
25.3779,2014, Aug, Mexico, MEX
23.9119,2014, Sep, Mexico, MEX
22.3843,2014, Oct, Mexico, MEX
17.1367,2014, Nov, Mexico, MEX
16.1769,2014, Dec, Mexico, MEX
15.3802,2015, Jan, Mexico, MEX
16.9949,2015, Feb, Mexico, MEX
18.7999,2015, Mar, Mexico, MEX
22.1485,2015, Apr, Mexico, MEX
23.5583,2015, May, Mexico, MEX
25.4756,2015, Jun, Mexico, MEX
25.7328,2015, Jul, Mexico, MEX
26.3009,2015, Aug, Mexico, MEX
25.1476,2015, Sep, Mexico, MEX
22.5728,2015, Oct, Mexico, MEX
19.2983,2015, Nov, Mexico, MEX
16.7738,2015, Dec, Mexico, MEX
15.1196,2016, Jan, Mexico, MEX
17.9131,2016, Feb, Mexico, MEX
19.9754,2016, Mar, Mexico, MEX
22.3308,2016, Apr, Mexico, MEX
24.3347,2016, May, Mexico, MEX
25.9704,2016, Jun, Mexico, MEX
26.4017,2016, Jul, Mexico, MEX
25.1618,2016, Aug, Mexico, MEX
24.3519,2016, Sep, Mexico, MEX
22.8233,2016, Oct, Mexico, MEX
19.1991,2016, Nov, Mexico, MEX
16.9754,2016, Dec, Mexico, MEX
